date,ind,rain,ind,maxt,ind,mint,gmin,soil
28-Aug-11,0,1.3,0,17.6,0,10.5,6.4, 
29-Aug-11,0,0,0,16.2,0,5.4,0.1, 
30-Aug-11,0,0,0,16,0,10.1,9.9, 
31-Aug-11,0,0,0,16,0,11.1,9.9, 
01-Sep-11,0,0,0,19.7,0,6.2,1.4, 
02-Sep-11,0,6.8,0,19.4,0,14.6,11.5, 
03-Sep-11,0,0,0,16.9,0,14,13.5, 
04-Sep-11,0,4.5,0,15.9,0,6.5,1, 
05-Sep-11,0,4.7,0,16.2,0,8.8,5.5, 
06-Sep-11,0,1.8,0,16.5,0,12.2,10.5, 
07-Sep-11,0,4.1,0,15.8,0,11.8,9.7, 
08-Sep-11,0,0.3,0,18.8,0,10.7,10.6, 
09-Sep-11,0,0.7,0,22.3,0,14.1,13.5, 
10-Sep-11,0,0.6,0,20.2,0,16.8,15.6, 
11-Sep-11,0,1.9,0,17.6,0,12,9.2, 
12-Sep-11,0,0.2,0,17.1,0,12.9,12.2, 
13-Sep-11,0,0.4,0,15.8,0,10,6.8, 
14-Sep-11,0,0,0,16.2,0,8.2,4.6, 
15-Sep-11,0,2.8,0,17.1,0,10.4,8.6, 
16-Sep-11,0,6.6,0,18.4,0,10.7,7.8, 
17-Sep-11,0,2.4,0,16.2,0,10.1,8.6, 
18-Sep-11,0,0.9,0,15.6,0,10.1,7.9, 
19-Sep-11,0,0.4,0,18.2,0,10.1,8.2, 
20-Sep-11,0,0,0,15,0,7,2.1, 
21-Sep-11,0,1.4,0,16,0,9,4.2, 
22-Sep-11,0,0.3,0,17.2,0,8.4,3.2, 
23-Sep-11,0,0.1,0,17.4,0,11.3,9.9, 
24-Sep-11,0,0,0,18.8,0,10.4,5.2, 
25-Sep-11,0,1.2,0,17.9,0,11.9,8, 
26-Sep-11,0,0,0,18.2,0,7.2,2.4, 
27-Sep-11,0,0,0,20.4,0,12,7.8, 
28-Sep-11,0,0,0,25.7,0,12.5,8.9, 
29-Sep-11,0,0,0,22.4,0,14.9,11.1, 
30-Sep-11,0,30.5,0,21.5,0,17.3,12.1, 
01-Oct-11,0,20.3,0,15.1,0,13.7,13.8, 
02-Oct-11,0,1.1,0,18.8,0,13.7,13.8, 
03-Oct-11,0,0.1,0,21.1,0,14.3,11.5, 
04-Oct-11,0,0,0,16.9,0,8.6,3.4, 
05-Oct-11,0,1.6,0,20.8,0,11.6,11.8, 
06-Oct-11,0,1.3,0,13.2,0,6.4,3.3, 
07-Oct-11,0,0.3,0,14.8,0,9,7.5, 
08-Oct-11,0,0.1,0,19.5,0,7.5,2.7, 
09-Oct-11,0,0.4,0,17.7,0,12.6,14.1, 
10-Oct-11,0,2.6,0,16.8,0,15.4,14.3, 
11-Oct-11,0,0.3,0,17,0,14.9,13.4, 
12-Oct-11,0,0.1,0,19.1,0,13.9,11.8, 
13-Oct-11,0,0,0,17.9,0,12.2,12.2, 
14-Oct-11,0,0.2,0,16.3,0,6.7,3.8, 
15-Oct-11,0,2,0,15.6,0,12.2,11.3, 
16-Oct-11,0,0,0,15.1,0,6.3,2.5, 
17-Oct-11,0,4.7,0,15,0,8.6,4.3, 
18-Oct-11,0,0.2,0,12,0,4.9,2.2, 
19-Oct-11,0,0,0,11.6,0,3.2,0.5, 
20-Oct-11,0,0,0,12.3,0,2.5,-0.9, 
21-Oct-11,0,0,0,14.2,0,6.8,7.5, 
22-Oct-11,0,2.1,0,13.7,0,11.9,8.1, 
23-Oct-11,0,16.9,0,15.8,0,8,6.1, 
24-Oct-11,0,73.5,0,12,0,11.2,9.3, 
25-Oct-11,0,1.7,0,12.7,0,5.2,2.2, 
26-Oct-11,0,0,0,11.7,0,4.7,0, 
27-Oct-11,0,0.1,0,12.9,0,6.9,2.3, 
28-Oct-11,0,0.2,0,14.6,0,2.1,-1.2, 
29-Oct-11,0,4.2,0,16.5,0,6.6,1.2, 
30-Oct-11,0,0.2,0,17.7,0,10.4,5.4, 
31-Oct-11,0,3.6,0,16.6,0,12.3,9.9, 
01-Nov-11,0,0,0,14.4,0,5.2,1.1, 
02-Nov-11,0,1.6,0,15,0,7.3,3.3, 
03-Nov-11,0,2.2,0,15.9,0,13.2,11.8, 
04-Nov-11,0,0.1,0,13.1,0,7,1.1, 
05-Nov-11,0,0,0,9.9,0,2.4,-3.1, 
06-Nov-11,0,0,0,12.3,1,-1,-5.8, 
07-Nov-11,0,0,0,11.4,1,-1.7,-6.5, 
08-Nov-11,0,0.1,0,13,1,-0.4,-3.4, 
09-Nov-11,0,0,0,15.7,0,10.6,8.5, 
10-Nov-11,0,0,0,15.1,0,6.5,-0.1, 
11-Nov-11,0,10.6,0,13.8,0,10.2,5.3, 
12-Nov-11,0,0,0,14.1,0,6.2,1.5, 
13-Nov-11,0,0,0,15.2,0,7.8,6.8, 
14-Nov-11,0,0,0,13.8,0,12.2,9.5, 
15-Nov-11,0,0,0,12.7,0,9.3,6, 
16-Nov-11,0,9.4,0,11.7,0,6.8,0.5, 
17-Nov-11,0,1,0,14,0,5.3,-0.5, 
18-Nov-11,0,0,0,15.5,0,9.9,9.1, 
19-Nov-11,0,0,0,13.7,0,12.1,10.1, 
20-Nov-11,0,0,0,13.5,0,9.3,4.8, 
21-Nov-11,0,0,0,12.5,0,6.6,1.2, 
22-Nov-11,0,0,0,11.2,0,2.3,-2.5, 
23-Nov-11,0,0,0,13.2,0,2.3,-2.4, 
24-Nov-11,0,7.9,0,13.1,0,11.2,9, 
25-Nov-11,0,0.2,0,11.3,0,5.3,1.6, 
26-Nov-11,0,4.5,0,13.9,0,5.8,-0.1, 
27-Nov-11,0,0,0,8.9,0,6.2,3.4, 
28-Nov-11,0,4.1,0,13.8,0,4.2,-1.6, 
29-Nov-11,0,6.8,0,12.3,0,8.9,7.8, 
30-Nov-11,0,5.2,0,10.9,0,4.2,-0.1, 
01-Dec-11,0,0,0,6.4,0,3,-1.2, 
02-Dec-11,0,2.3,0,10.4,0,1.4,-5, 
03-Dec-11,0,0,0,8.8,0,3.8,1.4, 
04-Dec-11,0,1.3,0,5.8,0,4.6,1, 
05-Dec-11,0,0.1,0,4.6,0,0.8,-2.5, 
06-Dec-11,0,0.9,0,7.8,0,1.5,-1.9, 
07-Dec-11,0,1.9,0,11.1,0,2.8,-0.1, 
08-Dec-11,0,1.9,0,11.2,0,3.2,-1.1, 
09-Dec-11,0,0,0,4.6,0,1.7,-2, 
10-Dec-11,0,0.9,0,8.5,1,-0.2,-5.7, 
11-Dec-11,0,1.9,0,7.4,0,1.3,-2.6, 
12-Dec-11,0,4.5,0,10.3,0,2.4,-1.6, 
13-Dec-11,0,0.8,0,3.6,0,1.1,-0.2, 
14-Dec-11,0,3.2,0,5.2,0,1.2,-1.5, 
15-Dec-11,0,1.5,0,5.2,0,0.3,-2.9, 
16-Dec-11,0,0.1,0,3.6,1,-1.8,-7.5, 
17-Dec-11,0,0,0,4.4,0,0.1,-5.9, 
18-Dec-11,0,3.8,0,6.4,1,-0.4,-5, 
19-Dec-11,0,1.1,0,9.1,1,-0.1,-3.6, 
20-Dec-11,0,4.3,0,11.1,0,4.9,1.5, 
21-Dec-11,0,0,0,12.1,0,5.3,4, 
22-Dec-11,0,5.2,0,13,0,9.4,5.1, 
23-Dec-11,0,0,0,6.7,0,6.5,5.3, 
24-Dec-11,0,0.7,0,11.8,0,1.7,-1.3, 
25-Dec-11,0,0.3,0,13.5,0,6.4,4.1, 
26-Dec-11,0,0,0,13.6,0,11.6,8.8, 
27-Dec-11,0,3.4,0,10.9,0,8.8,3.9, 
28-Dec-11,0,3.7,0,7.5,0,5,3.1, 
29-Dec-11,0,2.3,0,9,0,3.5,0.6, 
30-Dec-11,0,3,0,12,0,4.7,0, 
31-Dec-11,0,0.8,0,13.2,0,6.6,6.1, 
01-Jan-12,0,2.3,0,8.1,0,7.2,3.9, 
02-Jan-12,0,6.3,0,12,0,1.4,-2.2, 
03-Jan-12,0,1.4,0,6.7,0,1.6,-1.1, 
04-Jan-12,0,10.6,0,10.2,0,3.1,-0.2, 
05-Jan-12,0,0.2,0,8.8,0,6.2,3.9, 
06-Jan-12,0,2.5,0,10.6,0,3.2,-0.9, 
07-Jan-12,0,0,0,9.5,0,5.7,2.6, 
08-Jan-12,0,0,0,11.7,0,5.7,3, 
09-Jan-12,0,0.6,0,9.6,0,9,5.9, 
10-Jan-12,0,0.2,0,11.4,0,5.5,-0.5, 
11-Jan-12,0,1.3,0,12.2,0,9.5,7.9, 
12-Jan-12,0,0,0,9.2,0,8.2,4.5, 
13-Jan-12,0,0,0,6.7,1,-0.1,-5.1, 
14-Jan-12,0,0,0,7.3,1,-1.3,-6.4, 
15-Jan-12,0,0,0,6.4,0,2.3,-2.6, 
16-Jan-12,0,0,0,8.5,0,0.6,-5, 
17-Jan-12,0,0,0,11.8,0,0.4,-4.5, 
18-Jan-12,0,1.1,0,10.3,0,7.5,5.5, 
19-Jan-12,0,1.1,0,8.4,0,5.8,-1.2, 
20-Jan-12,0,0.2,0,11.2,0,4,0.9, 
21-Jan-12,0,0,0,9.7,0,7.7,6, 
22-Jan-12,0,0,0,9.2,0,5.6,2.8, 
23-Jan-12,0,5.7,0,10.4,0,4.8,-0.4, 
24-Jan-12,0,0.2,0,11.8,0,2,-3.9, 
25-Jan-12,0,8.7,0,11.9,0,9.7,7, 
26-Jan-12,0,0,0,5.5,0,0.9,-4.4, 
27-Jan-12,0,0.9,0,6.6,0,2.1,-1.4, 
28-Jan-12,0,9.5,0,6.8,1,-1.3,-6.8, 
29-Jan-12,0,14.9,0,8.5,1,-0.5,-3.1, 
30-Jan-12,0,0.7,0,5,0,3.9,3.3, 
31-Jan-12,0,0,0,4.6,0,3.6,2.3, 
01-Feb-12,0,0,0,4.4,1,-0.7,-6.1, 
02-Feb-12,0,0,0,4.2,1,-4.4,-10.3, 
03-Feb-12,0,0.8,0,6.9,1,-5.3,-10.4, 
04-Feb-12,0,3.2,0,9.2,1,-3.1,-5.4, 
05-Feb-12,0,0.2,0,7.3,0,2.5,-0.3, 
06-Feb-12,0,0.1,0,9.5,0,3.7,2.6, 
07-Feb-12,0,0,0,8.6,0,2.4,-2.5, 
08-Feb-12,0,0.2,0,7.2,0,1.7,-3.2, 
09-Feb-12,0,3.1,0,9.7,0,3.4,2.3, 
10-Feb-12,0,2.6,0,9.3,0,6.9,6.8, 
11-Feb-12,0,0.1,0,9.6,0,6,4.3, 
12-Feb-12,0,0,0,7.9,0,3.7,-1.3, 
13-Feb-12,0,0,0,8.9,0,4.6,0.7, 
14-Feb-12,0,0,0,9.4,0,5.1,-1.2, 
15-Feb-12,0,0,0,10.2,0,5.6,3.6, 
16-Feb-12,0,0.1,0,10.4,0,6.8,5.5, 
17-Feb-12,0,3.2,0,11.9,0,7.8,7.6, 
18-Feb-12,0,0.3,0,7.9,0,4.8,4.2, 
19-Feb-12,0,0,0,7.8,1,-0.2,-3.6, 
20-Feb-12,0,0.1,0,10.5,0,0.1,-4.4, 
21-Feb-12,0,0.9,0,13.2,0,7.2,6.3, 
22-Feb-12,0,1.1,0,14.6,0,10.5,8.5, 
23-Feb-12,0,1.7,0,15,0,11.3,9.7, 
24-Feb-12,0,0.1,0,11.5,0,8.7,9.4, 
25-Feb-12,0,0,0,9.7,0,2.7,-1.7, 
26-Feb-12,0,0.8,0,12.8,0,5,4.9, 
27-Feb-12,0,0.8,0,11.5,0,7.5,6.6, 
28-Feb-12,0,0,0,12.1,0,10,9.1, 
29-Feb-12,0,0,0,13.3,0,8.5,7, 
01-Mar-12,0,0,0,14.9,0,7.6,0.9, 
02-Mar-12,0,0.9,0,12.3,0,4.7,-0.8, 
03-Mar-12,0,2.3,0,12,0,5.7,-0.6, 
04-Mar-12,0,0.1,0,8.5,0,0.3,-2.9, 
05-Mar-12,0,0,0,11,0,1,-4.3, 
06-Mar-12,0,0.5,0,11.8,0,0.4,-4, 
07-Mar-12,0,0,0,9.4,0,6.6,3.7, 
08-Mar-12,0,0,0,13.2,0,3.6,-0.6, 
09-Mar-12,0,0,0,13.6,0,7,4.2, 
10-Mar-12,0,0,0,13.1,0,10.3,6.6, 
11-Mar-12,0,0,0,11.1,0,8,8.4, 
12-Mar-12,0,0,0,13.6,0,7.8,8.1, 
13-Mar-12,0,0,0,9.7,0,7.6,5.8, 
14-Mar-12,0,0,0,11.3,0,0.1,-4, 
15-Mar-12,0,0,0,12.4,0,4.9,4.4, 
16-Mar-12,0,6.5,0,11.1,0,7.8,8.1, 
17-Mar-12,0,17.3,0,9.4,0,2.3,-1.4, 
18-Mar-12,0,0,0,11.7,0,1.6,-1.7, 
19-Mar-12,0,0,0,13.1,0,0.7,-4.8, 
20-Mar-12,0,0,0,13.5,0,7.6,2.4, 
21-Mar-12,0,0,0,11.6,0,8.7,4.9, 
22-Mar-12,0,0.5,0,12.6,0,2.8,-2.6, 
23-Mar-12,0,0,0,13.1,0,7.1,1, 
24-Mar-12,0,0,0,17.5,0,6.2,0.6, 
25-Mar-12,0,0,0,20.7,0,7.6,0.9, 
26-Mar-12,0,0,0,16.3,0,2.9,-2, 
27-Mar-12,0,0,0,18.6,0,2.8,-1.7, 
28-Mar-12,0,0,0,19.9,0,1.2,-3, 
29-Mar-12,0,0,0,18.5,0,3.5,-1, 
30-Mar-12,0,0,0,12.7,0,7.9,2.5, 
31-Mar-12,0,0,0,12,0,8.2,5.3, 
01-Apr-12,0,0.2,0,12.8,1,-0.4,-3.7, 
02-Apr-12,0,3.2,0,10.6,0,6.6,5.3, 
03-Apr-12,0,2.2,0,8.3,0,5.4,1.9, 
04-Apr-12,0,0,0,8,0,1.4,0, 
05-Apr-12,0,0,0,9,0,1.3,-2.5, 
06-Apr-12,0,0,0,11.4,0,3.1,-1, 
07-Apr-12,0,0,0,13.8,0,6.9,4.8, 
08-Apr-12,0,6.8,0,12.6,0,8.2,7.2, 
09-Apr-12,0,2.4,0,11.7,0,6.2,6.4, 
10-Apr-12,0,0,0,11.3,0,2.1,-0.6, 
11-Apr-12,0,0,0,13.8,0,1.6,-0.9, 
12-Apr-12,0,0.1,0,12.4,0,1.8,-1.6, 
13-Apr-12,0,0,0,10.3,0,1.7,-1.1, 
14-Apr-12,0,0,0,9.5,0,2.9,-1.3, 
15-Apr-12,0,0,0,9,1,-0.7,-5.7, 
16-Apr-12,0,8.3,0,11,0,1.1,-3.5, 
17-Apr-12,0,9.7,0,12.1,0,4.6,1.6, 
18-Apr-12,0,0.2,0,11.4,0,5.1,4.5, 
19-Apr-12,0,4.2,0,13,0,2.2,-2.3, 
20-Apr-12,0,2.7,0,11.2,0,3.9,0.4, 
21-Apr-12,0,0.7,0,14.1,0,3.4,-0.5, 
22-Apr-12,0,3.2,0,13.1,0,5.6,0, 
23-Apr-12,0,3.7,0,11.2,0,4.3,0.2, 
24-Apr-12,0,5.2,0,11.4,0,3.5,-1.2, 
25-Apr-12,0,26.2,0,7.6,0,6.1,2.1, 
26-Apr-12,0,1.7,0,9.7,0,6,6.1, 
27-Apr-12,0,0,0,9.5,0,5.6,4.5, 
28-Apr-12,0,0,0,10.6,0,2.6,-1.6, 
29-Apr-12,0,12,0,10,0,4.9,0.1, 
30-Apr-12,0,4.1,0,13.1,0,4.6,4.5, 
01-May-12,0,18.9,0,10.5,0,9.2,7.2, 
02-May-12,0,0,0,12,0,8.1,7, 
03-May-12,0,0,0,11.7,0,6.8,3.9, 
04-May-12,0,2.5,0,10.9,0,5.8,2.1, 
05-May-12,0,0,0,8.8,0,5.4,1, 
06-May-12,0,0.8,0,9.3,1,-1.6,-5.5, 
07-May-12,0,4.4,0,14.6,0,5.9,1.4, 
08-May-12,0,0.9,0,13.7,0,4.3,-0.4, 
09-May-12,0,10.4,0,10.7,0,2.3,-0.8, 
10-May-12,0,4.3,0,11.2,0,7.5,7.3, 
11-May-12,0,1,0,12.6,0,5.7,5.5, 
12-May-12,0,0,0,15.7,0,2,-2.4, 
13-May-12,0,0.2,0,15.9,0,4.4,-0.9, 
14-May-12,0,1,0,13.8,0,5.2,-0.6, 
15-May-12,0,0.3,0,13.5,0,1.8,-0.5, 
16-May-12,0,2.1,0,11.6,0,1.5,-2.9, 
17-May-12,0,0.1,0,11.7,0,6.4,6.8, 
18-May-12,0,3.9,0,12.2,0,7.5,5.6, 
19-May-12,0,0,0,10.9,0,7.8,7.6, 
20-May-12,0,0,0,13.6,0,4.3,0.1, 
21-May-12,0,0,0,16.7,0,8,4.6, 
22-May-12,0,0,0,19.5,0,6.3,2.1, 
23-May-12,0,0,0,21.2,0,9.3,5.3, 
24-May-12,0,0,0,21.1,0,8.7,3.6, 
25-May-12,0,0,0,21.6,0,10.4,6.4, 
26-May-12,0,0,0,21.5,0,12.3,6.8, 
27-May-12,0,0,0,21.4,0,11.2,6.2, 
28-May-12,0,0,0,22.8,0,10.9,10.1, 
29-May-12,0,1.9,0,17.4,0,8.6,3.1, 
30-May-12,0,3.8,0,20.2,0,10,5.2, 
31-May-12,0,1.8,0,17.6,0,12.1,11.8, 
01-Jun-12,0,0,0,18.3,0,13,14, 
02-Jun-12,0,30,0,16.2,0,12.4,11.6, 
03-Jun-12,0,0.5,0,12.2,0,9.2,9.8, 
04-Jun-12,0,0.8,0,14.1,0,7.3,5.8, 
05-Jun-12,0,1.5,0,14.8,0,7.6,6.1, 
06-Jun-12,0,6.2,0,19,0,9.9,11.8, 
07-Jun-12,0,22.3,0,14.1,0,10.5,8.3, 
08-Jun-12,0,6.9,0,12.4,0,11.1,12.5, 
09-Jun-12,0,0,0,17.9,0,8.6,9.2, 
10-Jun-12,0,0,0,17.7,0,7.1,4.7, 
11-Jun-12,0,0,0,17.7,0,11.1,10.6, 
12-Jun-12,0,2.5,0,14.1,0,10.3,9.6, 
13-Jun-12,0,1.8,0,14.6,0,8.9,9, 
14-Jun-12,0,15.1,0,14.7,0,10.6,7.2, 
15-Jun-12,0,6.6,0,16.4,0,10.6,11.1, 
16-Jun-12,0,1.7,0,16,0,11.9,10.3, 
17-Jun-12,0,0.6,0,15.1,0,9.1,9.1, 
18-Jun-12,0,4.2,0,17.3,0,6.2,3.2, 
19-Jun-12,0,0,0,18.8,0,6.4,3, 
20-Jun-12,0,9.2,0,17.1,0,7.2,4.5, 
21-Jun-12,0,13.3,0,15.7,0,10.6,12.1, 
22-Jun-12,0,1.1,0,16.5,0,10.5,12.3, 
23-Jun-12,0,1.1,0,17.7,0,10.1,8.3, 
24-Jun-12,0,3.7,0,19.1,0,10.7,11.6, 
25-Jun-12,0,0,0,16.8,0,8.1,6.4, 
26-Jun-12,0,6.6,0,23,0,12.5,10.5, 
27-Jun-12,0,22.7,0,23.8,0,16,14, 
28-Jun-12,0,0.8,0,21.9,0,13.7,14.1, 
29-Jun-12,0,1.2,0,20.6,0,13,11.1, 
30-Jun-12,0,3.7,0,15.8,0,12.4,12.1, 
01-Jul-12,0,2.5,0,17.3,0,10,7.5, 
02-Jul-12,0,2.2,0,20.8,0,13.6,13.2, 
03-Jul-12,0,6.1,0,17.4,0,13.4,10.6, 
04-Jul-12,0,0,0,19.7,0,12.2,13.2, 
05-Jul-12,0,0.1,0,20.3,0,10.3,5.9, 
06-Jul-12,0,14.2,0,17.3,0,10.3,6.5, 
07-Jul-12,0,1.4,0,19.8,0,13.2,13.2, 
08-Jul-12,0,2.1,0,14.6,0,12.6,10, 
09-Jul-12,0,7.8,0,17,0,10.5,10, 
10-Jul-12,0,1.3,0,18.7,0,9.4,8.3, 
11-Jul-12,0,1.2,0,17.2,0,10.3,9.5, 
12-Jul-12,0,4.1,0,16.2,0,6.4,3, 
13-Jul-12,0,0,0,16.7,0,10.8,10.6, 
14-Jul-12,0,0,0,15.5,0,9.6,8.2, 
15-Jul-12,0,10.9,0,18.3,0,7.2,3.4, 
16-Jul-12,0,4,0,19.6,0,12.7,10.6, 
17-Jul-12,0,7.8,0,24.2,0,13.5,13.6, 
18-Jul-12,0,0.4,0,19.5,0,13.4,13.4, 
19-Jul-12,0,0,0,17.2,0,9.7,6.5, 
20-Jul-12,0,0,0,17.6,0,10.3,9.5, 
21-Jul-12,0,0,0,20.6,0,6.3,2.4, 
22-Jul-12,0,0,0,22.8,0,13,10.2, 
23-Jul-12,0,2.7,0,24.3,0,17.6,16.9, 
24-Jul-12,0,12.8,0,18.7,0,16.6,16.8, 
25-Jul-12,0,0,0,19.1,0,13.5,13.5, 
26-Jul-12,0,0,0,22.2,0,8.9,5.2, 
27-Jul-12,0,0.2,0,19.2,0,10.4,6.1, 
28-Jul-12,0,5.3,0,17.4,0,8.5,3.9, 
29-Jul-12,0,5.1,0,17.1,0,9.1,6.4, 
30-Jul-12,0,0.6,0,19.2,0,8.2,3.6, 
31-Jul-12,0,5.7,0,18.9,0,11.2,10.6, 
01-Aug-12,0,1.1,0,20.3,0,12.6,12.9, 
02-Aug-12,0,2.4,0,20.9,0,9.8,5.1, 
03-Aug-12,0,4.4,0,20.6,0,13.2,11.1, 
04-Aug-12,0,0,0,18.5,0,13.9,12.7, 
05-Aug-12,0,2.4,0,17.9,0,10,5.6, 
06-Aug-12,0,0.5,0,18.1,0,10.9,11.4, 
07-Aug-12,0,0,0,18.3,0,12.6,11.9, 
08-Aug-12,0,0,0,19.2,0,9.4,5.7, 
09-Aug-12,0,0,0,21.7,0,13,13, 
10-Aug-12,0,0,0,22,0,12,8.5, 
11-Aug-12,0,0,0,20.3,0,12.8,8.5, 
12-Aug-12,0,5.6,0,18.9,0,15.2,13.3, 
13-Aug-12,0,0.2,0,23.4,0,15.1,13.9, 
14-Aug-12,0,1.4,0,23.4,0,14.2,11.3, 
15-Aug-12,0,12.2,0,18.7,0,15.5,13.4, 
16-Aug-12,0,6.2,0,20.6,0,14.4,11.4, 
17-Aug-12,0,0,0,22.7,0,14.7,14.4, 
18-Aug-12,0,0,0,22.6,0,16.3,13.4, 
19-Aug-12,0,0,0,20.7,0,12.2,8.1, 
20-Aug-12,0,0,0,23.1,0,12.3,7.9, 
21-Aug-12,0,5.3,0,21.4,0,12.5,9.6, 
22-Aug-12,0,0,0,20.6,0,12,8.7, 
23-Aug-12,0,0.1,0,18.6,0,12.5,10.2, 
24-Aug-12,0,5.4,0,16.4,0,12.1,10.1, 
25-Aug-12,0,2.2,0,18.7,0,12.9,12.8, 
26-Aug-12,0,2.1,0,19.5,0,8.5,3.4, 
27-Aug-12,0,5.6,0,19.6,0,14.4,11.9, 
28-Aug-12,0,0.7,0,19.2,0,10.7,6.8, 
29-Aug-12,0,5.9,0,18.8,0,12.6,10, 
30-Aug-12,0,0,0,17.4,0,10.2,7.4, 
31-Aug-12,0,0.2,0,16.7,0,7.8,3.6, 
